epoch,train_loss,train_con_loss,train_clsf_loss,train_sim_acc,train_clsf_acc,val_con_loss,val_clsf_loss,val_sim_acc,val_clsf_acc,test_con_loss,test_clsf_loss,test_sim_acc,test_clsf_acc,lr
1,3.3945735359191893,34.26085884094238,2.709356366886812,0.6991314908180915,0.5608416442792478,31.742199037133194,1.3391164261122726,0.721864488226814,0.5812590100913022,32.13634798003406,1.4022024973559224,0.7184986595174263,0.5819609345078514,0.0004969221461291213
2,2.279238501156078,25.885251433428596,1.761533485580893,0.7502484083465204,0.7235123100136165,30.226106108688725,1.2597739350274455,0.6764055742431523,0.6175396444017299,30.14211768638797,1.3006788084033074,0.6825928762926082,0.6068077364994255,0.00048776452186678965
3,1.5460362190358778,20.9666582848044,1.1267030612160178,0.8007029036175616,0.8285062378095904,30.815768241882324,1.4415497109387025,0.7040845747236906,0.6019221528111485,31.169407356076125,1.4634371758968334,0.7064343163538874,0.5961317502872463,0.0004727530657242985
4,0.94978527952643,16.540452972860898,0.618976226904813,0.8452876016634159,0.9077208994222206,30.962829450281657,1.6407463151179271,0.7037001441614609,0.5972128784238347,31.70074514063393,1.7203016884707711,0.7070088088854845,0.5820566832631175,0.00045225814297936905
5,0.5659207780922161,12.859784705218146,0.3087250911838868,0.8810216023258381,0.9551300923711037,30.67257571801907,1.7103140583753242,0.681307063911581,0.605670350792888,31.699524390988234,1.817085093531468,0.675603217158177,0.5900517043278437,0.000426785407959086
6,0.35497668133062477,9.80740650064805,0.15882855535868337,0.9083465204430868,0.9792441026018475,31.71377240157709,2.036579352992478,0.68582412301778,0.5826045170591062,32.29287989546613,2.105080121141519,0.682497127537342,0.5706147070088089,0.0003969633284476903
7,0.23336534379159704,7.347136793697581,0.08642261154073126,0.9302616567916682,0.9899256615022265,30.47381533646002,1.9642134773221398,0.705333974050937,0.6107640557424315,31.131323279404057,2.0471501030806882,0.7027001148985064,0.6003446955189583,0.00036352768001922435
8,0.15697330832481385,5.213555128434125,0.05270220759817783,0.9491406911272219,0.9945074154491591,30.280464684090962,1.9452108379054218,0.6691975012013455,0.6115329168668909,30.930005329411205,2.03343295630985,0.669283799310609,0.599674454232095,0.0003273033928535752
9,0.11698661924285048,3.8809523907829733,0.0393675730158301,0.9614323041254186,0.9956206528539359,29.950455805150472,1.9134773361173059,0.6674675636713119,0.6155694377703027,30.88760108482547,2.0091037214236076,0.6697625430869398,0.6036480275756415,0.00028918419891445116
10,0.08930918808369076,2.99393646885367,0.029430460059905753,0.9698781879071137,0.9965774850034961,29.85863918211402,1.9087325871305818,0.6574723690533397,0.6167227294569918,30.914847025057163,2.0050410266490513,0.6594216775181923,0.6071907315204902,0.00025011058163768637
11,0.06811492587713634,2.2889259268255793,0.022336408360039486,0.9772384352114231,0.9969270967504508,30.075515723809964,1.979290017985427,0.6706391158097069,0.6163863527150408,31.24003370796762,2.0617713137450964,0.6682305630026809,0.6105898123324397,0.0002110465721590284
12,0.05380418575423605,1.841500835979686,0.016974169955972365,0.9817465866853127,0.9975527177713172,30.11585911308847,2.0661716059501902,0.6589139836617011,0.6193176357520422,31.16640488694354,2.1796382748272536,0.6584641899655305,0.6042225201072386,0.0001729559645689458
13,0.04359301206381882,1.518551168862511,0.013221989212667241,0.9848194899348618,0.997975931991315,29.92249777258896,2.014624327206371,0.6499759730898607,0.6209034118212398,31.03284603211938,2.116980237095167,0.655112983531214,0.607621600919188,0.0001367785370158574
14,0.03536650334210957,1.2936100237509784,0.00949430346269818,0.9872483715452839,0.9984175468295735,30.145879931566192,2.0754617095280015,0.653435848149928,0.6165785679961557,31.233102449556675,2.176730521562592,0.6495595557257756,0.6065683646112601,0.00010340686533489512
15,0.030337048473165314,1.121650561024161,0.007904037627227167,0.9888860265704927,0.9986107533213116,29.95305340464522,2.104528325409456,0.6630466122056704,0.6185968284478616,31.22774794043564,2.208936068619955,0.6594216775181923,0.606041746457296,7.366430126041519e-05
16,0.025464564062216703,0.9899010313258452,0.0056665439003914155,0.9902292717035293,0.9988499613587016,30.27871859945902,2.1340523187498928,0.6583373378183566,0.6164344065353196,31.45034213182403,2.2291623189137932,0.6537725009574875,0.6044140176177709,4.828465854766019e-05
17,0.02300878571894239,0.9052683097474715,0.004903419900082928,0.9909652964339601,0.9989327641408752,30.366801285162204,2.123430184708485,0.6414223930802498,0.616866890917828,31.498743964404596,2.2284455068355227,0.6397931826886251,0.6064247414783608,2.789410819113875e-05
18,0.01991452442810816,0.8114811887460597,0.0036849009682533933,0.9921429360026497,0.9991443712508741,30.409956141216,2.1507098456863485,0.6442095146564152,0.6159538683325324,31.5714509545303,2.2620218340714104,0.6410379165070854,0.6043661432401379,1.299572942407073e-05
19,0.01923319823382532,0.788266114837983,0.0034678762882728786,0.9922901409487359,0.9991627718691348,30.384175812325825,2.1388201342357687,0.6390197020663143,0.6150888995675157,31.542302061871784,2.243673524652026,0.6364419762543087,0.6050842589046342,3.957097659346196e-06
20,0.01953730555360808,0.8010600834734299,0.0035161043009172906,0.9919773304383027,0.9991627718691348,30.418102590049184,2.147970072665162,0.6397885631907737,0.6140797693416626,31.609075267140458,2.2540385708503914,0.6373994638069705,0.603887399463807,1.001215604496245e-06
