epoch,train_loss,train_con_loss,train_clsf_loss,train_sim_acc,train_clsf_acc,val_con_loss,val_clsf_loss,val_sim_acc,val_clsf_acc,test_con_loss,test_clsf_loss,test_sim_acc,test_clsf_acc,lr
1,3.0452024723501765,312.9775087962431,2.419248375612147,0.665035145180878,0.6160250984433077,307.01923761135197,1.2882144068136403,0.6809226333493513,0.5947621335896204,308.6585901772104,1.3237641796852062,0.6832631175794714,0.5840674071237074,0.0004969221461291213
2,2.1155346713346592,250.49165807387408,1.6145520813324872,0.7272292349022927,0.7514812497699923,305.72985411853324,1.376409236838301,0.6765016818837097,0.587986544930322,304.2606059748952,1.398695424341781,0.6802949061662198,0.5821045576407506,0.00048776452186678965
3,1.4118996513591093,205.8730124798943,1.0001542307348812,0.7703786847238068,0.8507433849777353,306.39288944151343,1.473818924998733,0.6708313310908217,0.6085055261893321,309.0368254126572,1.564545780066465,0.6721562619685945,0.5894772117962467,0.0004727530657242985
4,0.8783434654684628,165.03795216279872,0.5482680442052729,0.8118536782835903,0.9191108821256394,305.3991153996165,1.5809714692192316,0.6651609802979337,0.6064872657376261,309.2152317326243,1.673866680324968,0.6701455381080046,0.5936422826503256,0.00045225814297936905
5,0.5725879566809711,138.37399907729204,0.29584036220522486,0.8398778198947484,0.9570989585250065,306.2913049837438,1.716210248595187,0.6600672753483902,0.6090821720326766,307.29148232064597,1.7711024984734491,0.6654538490999617,0.599674454232095,0.000426785407959086
6,0.3778955406651777,111.07257889691522,0.15575070989482542,0.8688955948919884,0.9788944908548928,311.6354130070384,1.9597406127027799,0.6661220567035079,0.6002402691013936,310.3230574072861,1.9777299836420639,0.6700497893527384,0.5973286097280736,0.0003969633284476903
7,0.2715916560677921,89.71104901482077,0.09216982223970048,0.893055606668384,0.9886100172965812,303.21481676799493,1.938212588725899,0.6606439211917348,0.6221528111484863,311.01171930824836,2.06376353592217,0.6605706625813864,0.6043182688625048,0.00036352768001922435
8,0.18798367621267542,67.77788586784811,0.0524281026773593,0.9172524196813013,0.9943418098848121,302.1992191221656,1.9336673750091435,0.6658337337818356,0.6295050456511293,306.610772295696,1.9678664783644337,0.6701455381080046,0.6200210647261586,0.0003273033928535752
9,0.13543775491854723,50.881193295647115,0.033675517264534445,0.9362602583446804,0.9961174695469768,299.2638851258813,1.8611196287201897,0.660932244113407,0.6361364728495915,305.53568174780867,1.9564915163587309,0.6570279586365377,0.6225584067407124,0.00028918419891445116
10,0.1045140642103027,40.07850905025707,0.02435716376365984,0.9502079269863467,0.9968810952047988,297.9815528683546,1.8602977844111797,0.6575684766938972,0.6402691013935607,305.2310338834437,1.9499079725469315,0.655112983531214,0.6289735733435465,0.00025011058163768637
11,0.08302309248377295,32.31371143565458,0.018395764434381442,0.9586906120045634,0.9975159165347955,296.80900108523485,1.882832523654826,0.6496876501681884,0.6409418548774628,304.7568409617354,1.983763747450859,0.6480275756415167,0.6264362313289927,0.0002110465721590284
12,0.06820362136644476,26.819459657108084,0.014564780611544847,0.9650756265410518,0.9978195267360983,297.5730786207246,1.8737986643689002,0.6544930321960596,0.6420470927438732,304.9287684370832,1.949218236454964,0.6500382995021065,0.6274415932592876,0.0001729559645689458
13,0.05798957188339794,23.178870228038114,0.01163189957055318,0.9700069922349391,0.9981139366282707,299.86549414657964,1.94312575123506,0.6399807784718885,0.6372417107160019,305.77462526647054,2.0080002891930615,0.6363462274990425,0.6284469551895825,0.0001367785370158574
14,0.0484433054354261,19.794488312216366,0.00885438693824279,0.9737055165053545,0.9984451477569646,298.7690241743879,1.9035108829335143,0.6370014416146084,0.6471407976934166,306.0920921883932,1.9812583093303504,0.6327077747989276,0.6319896591344313,0.00010340686533489512
15,0.0409813122801921,17.177190845713895,0.006626981027862605,0.9766864166635999,0.9986935561034851,298.8180895549495,1.9929662094042886,0.6441134070158577,0.6459875060067275,307.7452988043064,2.083892122167867,0.6373994638069705,0.6294523171198775,7.366430126041519e-05
16,0.036792084850809155,15.389800246743595,0.00601252953405492,0.9797777205314099,0.9987947595039194,301.19396916831414,1.9985613023243747,0.6339259971167708,0.6463719365689572,308.9811922399009,2.07627606428432,0.626579854461892,0.6288299502106472,4.828465854766019e-05
17,0.031374011055073314,13.577656398100011,0.004218738030861406,0.9810841644279248,0.9990339675413094,299.7293301093869,2.0363696470677652,0.6353676117251321,0.6477174435367612,308.2088001530345,2.128107271811735,0.6304098046725393,0.629787437763309,2.789410819113875e-05
18,0.028506387553232558,12.555394023446476,0.003395636245224844,0.9832186361461746,0.9991719721782651,300.5469373377358,2.0599444222530456,0.6335415665545411,0.647429120615089,308.842511246844,2.1537558327502833,0.6269628494829568,0.6305534278054385,1.299572942407073e-05
19,0.027268417122609474,12.112300485723159,0.0030438516587566805,0.9833842417105215,0.9992363743421779,302.9822689149438,2.075089859607299,0.6225852955309947,0.6467083133109082,311.32894041480085,2.1610804725451196,0.6157602451168135,0.6294044427422444,3.957097659346196e-06
20,0.026222860756165842,11.677350331474752,0.0028681943025987817,0.9848378905531225,0.9993651786700033,301.77756351377906,2.0831243484080955,0.6278712157616531,0.6421432003844305,310.0279200484113,2.166878207439392,0.6240903868249713,0.6283033320566833,1.001215604496245e-06
