epoch,train_loss,train_con_loss,train_clsf_loss,train_sim_acc,train_clsf_acc,val_con_loss,val_clsf_loss,val_sim_acc,val_clsf_acc,test_con_loss,test_clsf_loss,test_sim_acc,test_clsf_acc,lr
1,10.605303014867445,2.6660576234144324,5.273187835917754,0.561108453244029,0.10071578405034409,0.4424162038215777,2.4170893970674645,0.6061508889956752,0.12777510812109563,0.4434735869489065,2.420814364954504,0.6090578322481808,0.12748946763692073,0.0004969221461291213
2,5.4028489505543424,0.4090727375535404,4.584703451044419,0.632208442203658,0.16305707871784492,0.39416017183443397,2.2344586191356095,0.6248918789043729,0.1727054300816915,0.3974339325980442,2.2478080068863657,0.6303140559172731,0.16569322098812717,0.00048776452186678965
3,5.008809390348547,0.37263803075341617,4.263533326878267,0.6633974901556692,0.20353843889154677,0.3784046147654696,2.109738464735839,0.6379625180201826,0.2233061028351754,0.38818006326512594,2.130057462920909,0.6370164687859058,0.22132324779777862,0.0004727530657242985
4,4.645823133132037,0.34079178708441116,3.9642395580516143,0.6967210098259301,0.2387848231700585,0.3924263606711132,2.122843573426811,0.6503604036520904,0.22791926958193176,0.41006517955442756,2.1644842269456235,0.6512830333205668,0.22323822290310225,0.00045225814297936905
5,4.325648276946124,0.309453785664895,3.7067407108755672,0.7300629301144519,0.27292717035292385,0.4204878261903437,2.207391352587053,0.6611244593945219,0.2550696780394041,0.4227982512334498,2.213300570543129,0.6607621600919188,0.24607430103408656,0.000426785407959086
6,4.0843335729486805,0.2857091216830646,3.5129153313356287,0.7546093548743238,0.2998748757958267,0.44134138052056476,2.204523877327629,0.6821720326765978,0.24709274387313793,0.46934437461015655,2.2815154785856073,0.6769436997319035,0.24923400995787054,0.0003969633284476903
7,3.8471737626019644,0.26948021569672753,3.3082133304371553,0.7758252677289957,0.3348912523460788,0.4972437587453098,2.3145746168982577,0.6881307063911581,0.2829408938010572,0.5306911766529083,2.383981800408073,0.6859440827269245,0.27422443508234395,0.00036352768001922435
8,3.603298776850981,0.24985595334978664,3.1035868633494657,0.8014573289662532,0.3740845692415265,0.515307193485702,2.3776305732103795,0.690148966842864,0.3082652570879385,0.5423042094562112,2.4708897473025897,0.6906357717349675,0.303810800459594,0.0003273033928535752
9,3.3683025332058176,0.23483094962204204,2.8986406382392436,0.8210539874139771,0.4162587862952195,0.636342985237517,2.640365611126307,0.6984142239308025,0.32431523306102833,0.6613826657213816,2.710799571153808,0.6955189582535427,0.31922635005744926,0.00028918419891445116
10,3.131640848271987,0.21929902919951608,2.693042785981122,0.8426379126338644,0.4570989585250064,0.6616269706225977,2.693066754196768,0.7049495434887073,0.3439211917347429,0.7167463771453718,2.84548396883409,0.702508617387974,0.32904059747223285,0.00025011058163768637
11,2.910307652529548,0.20616000739967122,2.497987638922299,0.8582232363007397,0.489842858720053,0.8191928997999285,2.9236722914545883,0.7063911580970688,0.345074483421432,0.8971554738719288,3.1672907857226487,0.7001148985063195,0.33598238222903104,0.0002110465721590284
12,2.6714397121878233,0.18901065817650628,2.2934184032327987,0.8771574724910757,0.5293397858168034,1.0015693099760428,3.100001833084854,0.7064872657376261,0.3572801537722249,1.0929082937356902,3.36782458247649,0.69408272692455,0.33823247797778627,0.0001729559645689458
13,2.450753334830789,0.1750217152167769,2.1007099092707913,0.8944724542744636,0.5755253376513451,1.2096391665499384,3.430558417795485,0.7083133109082173,0.3718404613166747,1.3105644667293967,3.6810479002499297,0.697242435848334,0.3582439678284182,0.0001367785370158574
14,2.258462779381696,0.15757624585838878,1.9433102787242216,0.9091009457917786,0.6112593383137673,1.481498995205251,3.700608874513002,0.7012013455069678,0.3885151369533878,1.5965106022067186,4.01367161439233,0.6912102642665645,0.37432975871313673,0.00010340686533489512
15,2.0966526682236615,0.14917177070589627,1.7983091228148516,0.9203805247856328,0.6534795569131123,1.6222217795325489,3.9436021675575472,0.6984142239308025,0.3718404613166747,1.7566619748022498,4.270154914103537,0.6912102642665645,0.3589620834929146,7.366430126041519e-05
16,1.9245380581126494,0.1312342417064835,1.662069575926837,0.9304456629742759,0.6925624700989953,1.9281089625707486,4.269953676624289,0.6906295050456511,0.3742431523306103,2.060762031049263,4.571781321897766,0.6817311374952125,0.35766947529682114,4.828465854766019e-05
17,1.7802694735807532,0.12077281028032302,1.5387238541771384,0.9409156147646561,0.7397600559378795,2.055209844577603,4.387028506534252,0.6893801057184046,0.38116290245074486,2.217421517139528,4.7677973579602515,0.6779011872845653,0.3658559938720797,2.789410819113875e-05
18,1.6909257260490866,0.10955573147710632,1.4718142632877125,0.9456997755124572,0.7614543848673315,2.2037680178153805,4.516954821339597,0.6860163382988947,0.3837578087457953,2.3752603545421507,4.921453541149722,0.6713902719264649,0.37356376867100727,1.299572942407073e-05
19,1.6291652976765352,0.1044510136106435,1.420263273856219,0.9495455047289589,0.7845747617119935,2.2589870574997692,4.573333942746956,0.6832292167227294,0.3822681403171552,2.4305142004315448,4.973432218375584,0.6714860206817311,0.373946763692072,3.957097659346196e-06
20,1.621361156912411,0.1033672140100423,1.4146267343969907,0.9508335480072131,0.7843999558385162,2.255154121939729,4.592984787218276,0.6814031715521384,0.38125901009130225,2.4295386206812974,4.980867471515973,0.6701455381080046,0.3687284565300651,1.001215604496245e-06
