epoch,train_loss,train_con_loss,train_clsf_loss,train_sim_acc,train_clsf_acc,val_con_loss,val_clsf_loss,val_sim_acc,val_clsf_acc,test_con_loss,test_clsf_loss,test_sim_acc,test_clsf_acc,lr
1,5.376848241020651,5.919277036891264,4.193009566699757,0.6507010635557354,0.2601755418982078,3.3285437502512116,1.6112130980145638,0.6913983661701105,0.42931283037001444,3.3694867506259825,1.6333606832103225,0.695135963232478,0.4201455381080046,0.0004969221461291213
2,3.4045115818696865,2.994070474961225,2.8057059506809012,0.7371471681448497,0.5126320244360211,3.240067150534653,1.5025434124189063,0.7083133109082173,0.505333974050937,3.2441920129264274,1.5181066284048197,0.7127537342014554,0.5090961317502872,0.00048776452186678965
3,2.643248845549191,2.5994596641203938,2.12336425893447,0.7807014315681007,0.644932469730983,3.157295667543644,1.4077232759082507,0.7078327727054301,0.5716482460355599,3.146738828682318,1.439837305950324,0.712562236690923,0.5697529682114133,0.0004727530657242985
4,1.9693978031943826,2.2030546524945427,1.528793109445011,0.8155890037905273,0.7505520185478232,3.1929122732906805,1.5318453720932337,0.709851033157136,0.5738106679481019,3.149056754461149,1.5424979749377867,0.7174454232094982,0.5689391037916507,0.00045225814297936905
5,1.3850448686936323,1.8379877895467422,1.0174525047751033,0.8536046811172855,0.8376697457034556,3.3436968660936124,1.7286949473467657,0.7247477174435367,0.578135511773186,3.335119184924335,1.793581545284451,0.7291267713519725,0.5653006510915358,0.000426785407959086
6,0.9052763699082768,1.5063618197160609,0.6040082678374122,0.8862657785301586,0.906635262944835,3.307475523250859,1.9471339304821815,0.7133109082172032,0.5587217683805863,3.3277508572834296,2.0006325983626776,0.7218498659517426,0.5530448104174646,0.0003969633284476903
7,0.5712513114424312,1.2066354727745057,0.32992762912722196,0.9119714422404592,0.9510819563537335,3.338609326176527,2.156290053725529,0.7279192695819318,0.5673714560307545,3.2984438175108375,2.189440085165622,0.7294140176177709,0.5650134048257373,0.00036352768001922435
8,0.37139682377085964,0.9684352058522842,0.17771252186859354,0.9274463621977699,0.976640415117948,3.400372713077359,2.3538962265438097,0.7463719365689573,0.5839980778471888,3.422301827407465,2.4301761679611,0.7443508234392953,0.582296055151283,0.0003273033928535752
9,0.2367859916126027,0.7192686954666586,0.09293428673901978,0.943362896993339,0.9900452655209215,3.4127727209067924,2.4343260894997196,0.7568476693897165,0.588130706391158,3.388267863087538,2.464866936503585,0.7574684029107621,0.5922060513213329,0.00028918419891445116
10,0.16981466268791873,0.5499077789923724,0.059834661952712954,0.9543480660950208,0.9942222058661171,3.3513844405732502,2.416808514821879,0.7481018740989909,0.5928399807784719,3.33840265215897,2.45197838579088,0.7520107238605898,0.588615472998851,0.00025011058163768637
11,0.13078174644533325,0.43843645081800575,0.043095696305527405,0.9632355647149744,0.9962002723291502,3.3634978154810464,2.435297712576269,0.7581931763575204,0.5944738106679481,3.3681809727738545,2.5192696861908472,0.7589046342397548,0.589142091152815,0.0002110465721590284
12,0.09599429001702982,0.3384928608641905,0.028296674829633797,0.9719574577705811,0.9971295035513194,3.424231857788272,2.460832881973318,0.7564632388274868,0.5972128784238347,3.4349601893890194,2.543573398509732,0.759000382995021,0.5931156644963615,0.0001729559645689458
13,0.07852862772696158,0.2811883468137068,0.02229175348930499,0.97692562470099,0.9975067162256652,3.294642330669775,2.4280230136057437,0.7501201345506968,0.5984622777510812,3.285401784792179,2.47632305880517,0.7484680199157411,0.5946955189582536,0.0001367785370158574
14,0.06080715861828888,0.22374953196329228,0.016057885119362788,0.982372207706179,0.9981139366282707,3.270949555606377,2.444331228933559,0.7487746275828928,0.5950985103315714,3.2656911800547346,2.4965967771332185,0.7492340099578706,0.5920145538108005,0.00010340686533489512
15,0.04935652977403472,0.18803572432083243,0.01174991669571575,0.9852427041548596,0.9984911493026166,3.3105141942094014,2.489814102208597,0.7528111484863047,0.5944257568476694,3.309638196375312,2.560080278061305,0.7511489850631942,0.5894293374186136,7.366430126041519e-05
16,0.040445907891673204,0.16044491042109096,0.008357379602213555,0.9879659956574541,0.9989327641408752,3.2635918448611005,2.4967771909833814,0.7513695338779433,0.5945699183085055,3.2609787016380123,2.555981907521295,0.749521256223669,0.5900038299502106,4.828465854766019e-05
17,0.036670404326389815,0.1469365665141274,0.007283506682690452,0.9889044271887535,0.9989235638317447,3.313394074032946,2.5208113798895804,0.7550216242191254,0.5942335415665545,3.3049428739198823,2.575418361618527,0.7528724626579855,0.5921103025660667,2.789410819113875e-05
18,0.0327690120348159,0.135654116693665,0.0056385724027367195,0.9902292717035293,0.9991259706326132,3.2295418832360245,2.5124370761699026,0.7506967803940413,0.5913503123498318,3.2306233397344264,2.573539077984515,0.7477020298736117,0.5923496744542321,1.299572942407073e-05
19,0.030599675746086765,0.1273101356625557,0.0051380086629925405,0.9909100945791779,0.9992087734147868,3.254074870086298,2.5050854365565582,0.7513695338779433,0.5941374339259972,3.251773542020379,2.5700829833551917,0.7488510149368058,0.5914400612792033,3.957097659346196e-06
20,0.030391200176056694,0.12496642808703816,0.005398268018684843,0.9912781069443933,0.9991167703234829,3.2447269210001317,2.5067471737703526,0.7498318116290245,0.5911100432484383,3.242529216336041,2.569151463064824,0.7482765224052087,0.5897165836844122,1.001215604496245e-06
