epoch,train_con_loss,train_sim_acc,val_con_loss,val_sim_acc,test_con_loss,test_sim_acc,lr
1,6.173750219345092,0.5619364810657638,3.8320944192932873,0.5782796732340221,3.8127328331877544,0.5768862504787438,0.0004969221461291213
2,3.383153368445004,0.644076840981857,3.1715861704291366,0.6554541086016338,3.1971479639774416,0.6544427422443508,0.00048776452186678965
3,2.980551704238443,0.680234055864277,3.167443894758457,0.6811148486304661,3.1543423460751043,0.6819226350057449,0.0004727530657242985
4,2.8208196342692657,0.6941817245059434,2.9580679594016654,0.662950504565113,2.935518780859505,0.6647836078130984,0.00045225814297936905
5,2.6357047033309935,0.7113311007249844,2.944138683923861,0.6667948101874099,2.9586863299695456,0.6739754883186518,0.000426785407959086
6,2.5367291801116045,0.7210466271666728,2.800131329676,0.6682364247957713,2.810560893721697,0.6641133665262352,0.0003969633284476903
7,2.4099785779504215,0.7351231001361646,2.8355482235187437,0.7024507448342143,2.839671384997484,0.6996361547299885,0.00036352768001922435
8,2.279085291694192,0.7481139366282707,2.798025160301022,0.6837097549255166,2.83646140447477,0.682497127537342,0.0003273033928535752
9,2.117387623506434,0.7644352850255769,2.781435341369815,0.7049495434887073,2.7530674876236336,0.7096897740329375,0.00028918419891445116
10,2.018125643730164,0.7758436683472565,2.732227325439453,0.680634310427679,2.709354644868432,0.684029107621601,0.00025011058163768637
11,1.9126184701919555,0.7875096603245869,2.7007959412365423,0.7164824603555983,2.6998998755361976,0.7128494829567216,0.0002110465721590284
12,1.7487743408539715,0.8047142383984102,2.698614760143001,0.7283037001441615,2.718228479711021,0.7274990425124473,0.0001729559645689458
13,1.6306014218049891,0.8178522798366025,2.6577289715045835,0.7292647765497356,2.6898812767935962,0.7248180773649943,0.0001367785370158574
14,1.521672065819011,0.8292238619217606,2.6843321977592094,0.7396444017299375,2.749401297511124,0.7362121792416698,0.00010340686533489512
15,1.4366073246563182,0.8393994038199684,2.639411732917879,0.7217683805862566,2.6980464327626112,0.7200306396016852,7.366430126041519e-05
16,1.3810848097240223,0.8451771979538513,2.613365105012568,0.7212878423834694,2.6832798326887737,0.7175411719647644,4.828465854766019e-05
17,1.297207941307741,0.8548559231590181,2.622867614757724,0.7126381547333013,2.6860533109525355,0.7057640750670241,2.789410819113875e-05
18,1.2691161058930789,0.8588304567033452,2.6149549687780986,0.7027390677558866,2.6889211724444135,0.69934890846419,1.299572942407073e-05
19,1.2350876090105842,0.8634306112685386,2.6273019749943805,0.6993753003363767,2.6985126021431713,0.6981999234009958,3.957097659346196e-06
20,1.222828074763803,0.8652522724763552,2.625445876179672,0.6985103315713599,2.69748597174156,0.6958062045193413,1.001215604496245e-06
